router_id,hour,avg_speed_mbps,latency_ms,packet_loss_pct,disconnects,connected_devices,signal_dbm
R-1035,2026-08-06T03:00,67.1,10,0.5,1,2,-43
R-1035,2026-08-06T04:00,73.5,25,0.2,1,16,-49
R-1035,2026-08-06T05:00,49.3,10,0.2,1,8,-61
R-1035,2026-08-06T06:00,35.2,13,0.7,0,6,-61
R-1035,2026-08-06T07:00,61.7,29,0.3,0,3,-59
R-1035,2026-08-06T08:00,47.9,21,0.2,1,7,-48
R-1035,2026-08-06T09:00,66.2,33,0.9,0,11,-52
R-1035,2026-08-06T10:00,45.3,34,0.8,1,4,-53
R-1035,2026-08-06T11:00,50.9,17,0.7,1,12,-46
R-1035,2026-08-06T12:00,47.8,23,0.7,0,5,-44
R-1035,2026-08-06T13:00,65.1,43,1.0,1,11,-49
R-1035,2026-08-06T14:00,58.5,30,0.3,1,6,-43
R-1035,2026-08-06T15:00,55.9,43,0.7,1,17,-57
R-1035,2026-08-06T16:00,73.6,24,0.7,0,2,-59
R-1035,2026-08-06T17:00,26.3,17,0.7,0,15,-49
R-1035,2026-08-06T18:00,27.5,32,0.6,0,2,-42
R-1035,2026-08-06T19:00,36.1,28,0.3,0,11,-53
R-1035,2026-08-06T20:00,52.9,30,0.8,0,12,-52
R-1035,2026-08-06T21:00,46.8,11,0.8,0,12,-52
R-1035,2026-08-06T22:00,75.7,40,0.9,0,6,-47
R-1035,2026-08-06T23:00,33.5,39,0.9,1,16,-49
R-1036,2026-08-06T00:00,76.0,13,0.8,1,12,-45
R-1036,2026-08-06T01:00,54.5,23,0.6,1,13,-60
R-1036,2026-08-06T02:00,78.3,27,0.8,1,14,-42
R-1036,2026-08-06T03:00,54.4,20,0.6,1,7,-43
R-1036,2026-08-06T04:00,31.4,29,0.7,1,3,-54
R-1036,2026-08-06T05:00,47.8,41,0.9,1,16,-53
R-1036,2026-08-06T06:00,36.9,29,0.2,1,3,-56
R-1036,2026-08-06T07:00,75.2,38,0.5,1,18,-58
R-1036,2026-08-06T08:00,35.5,40,0.7,1,12,-58
R-1036,2026-08-06T09:00,67.3,16,0.8,0,8,-61
R-1036,2026-08-06T10:00,50.3,43,0.1,1,3,-41
R-1036,2026-08-06T11:00,71.6,15,0.3,0,5,-46
R-1036,2026-08-06T12:00,67.1,29,0.0,1,8,-52
R-1036,2026-08-06T13:00,36.0,28,0.3,1,16,-41
R-1036,2026-08-06T14:00,31.5,19,0.2,0,2,-43
R-1036,2026-08-06T15:00,55.8,16,0.2,1,12,-54
R-1036,2026-08-06T16:00,32.8,28,0.6,0,4,-53
R-1036,2026-08-06T17:00,58.7,31,0.5,0,6,-62
R-1036,2026-08-06T18:00,50.9,13,0.1,0,4,-49
R-1036,2026-08-06T19:00,46.6,38,0.6,1,12,-56
R-1036,2026-08-06T20:00,64.2,44,0.1,1,6,-60
R-1036,2026-08-06T21:00,69.7,39,0.1,1,16,-47
R-1036,2026-08-06T22:00,37.7,24,0.1,1,13,-50
R-1036,2026-08-06T23:00,35.1,31,0.8,1,16,-47
R-1037,2026-08-06T00:00,26.7,40,0.1,1,16,-57
R-1037,2026-08-06T01:00,40.5,32,0.6,0,18,-59
R-1037,2026-08-06T02:00,47.3,16,0.3,0,11,-45
R-1037,2026-08-06T03:00,50.4,36,0.2,0,7,-47
R-1037,2026-08-06T04:00,46.1,31,0.2,1,15,-44
R-1037,2026-08-06T05:00,68.3,44,0.7,0,4,-40
R-1037,2026-08-06T06:00,56.6,41,0.1,1,12,-45
R-1037,2026-08-06T07:00,30.4,38,0.2,1,4,-43
R-1037,2026-08-06T08:00,31.0,34,0.3,0,4,-56
R-1037,2026-08-06T09:00,69.9,10,0.8,0,16,-45
R-1037,2026-08-06T10:00,41.0,38,0.2,1,11,-44
R-1037,2026-08-06T11:00,68.7,29,0.9,1,13,-60
R-1037,2026-08-06T12:00,57.0,42,0.4,0,11,-61
R-1037,2026-08-06T13:00,45.3,45,1.0,0,13,-59
R-1037,2026-08-06T14:00,72.4,11,0.2,1,12,-40
R-1037,2026-08-06T15:00,46.1,34,0.4,0,7,-47
R-1037,2026-08-06T16:00,32.6,45,0.4,1,15,-58
R-1037,2026-08-06T17:00,40.9,18,0.1,0,2,-58
R-1037,2026-08-06T18:00,64.7,41,0.7,0,4,-58
R-1037,2026-08-06T19:00,60.3,36,0.9,1,7,-48
R-1037,2026-08-06T20:00,53.0,45,0.8,1,13,-55
R-1037,2026-08-06T21:00,35.2,10,0.6,0,18,-54
R-1037,2026-08-06T22:00,47.6,44,0.6,0,3,-44
R-1037,2026-08-06T23:00,51.6,33,0.1,1,4,-58
R-1038,2026-08-06T00:00,65.2,43,1.0,1,16,-46
R-1038,2026-08-06T01:00,29.3,15,0.2,0,11,-43
R-1038,2026-08-06T02:00,27.9,31,0.5,0,17,-48
R-1038,2026-08-06T03:00,53.2,40,0.6,1,15,-51
R-1038,2026-08-06T04:00,77.8,28,0.3,0,11,-44
R-1038,2026-08-06T05:00,39.3,40,0.6,0,11,-43
R-1038,2026-08-06T06:00,26.5,41,0.1,0,10,-54
R-1038,2026-08-06T07:00,32.3,27,0.3,1,2,-59
R-1038,2026-08-06T08:00,58.2,19,0.7,1,7,-54
R-1038,2026-08-06T09:00,68.0,25,0.5,0,12,-60
R-1038,2026-08-06T10:00,78.2,19,0.8,1,14,-55
R-1038,2026-08-06T11:00,61.3,20,0.2,1,3,-42
R-1038,2026-08-06T12:00,39.5,17,0.1,1,14,-47
R-1038,2026-08-06T13:00,41.6,44,0.2,1,17,-54
R-1038,2026-08-06T14:00,33.0,37,0.0,1,14,-41
R-1038,2026-08-06T15:00,42.4,43,0.7,0,5,-45
R-1038,2026-08-06T16:00,60.1,37,0.6,1,12,-54
R-1038,2026-08-06T17:00,39.7,16,0.3,1,16,-41
R-1038,2026-08-06T18:00,66.2,22,0.5,0,12,-45
R-1038,2026-08-06T19:00,25.6,10,0.8,0,15,-59
R-1038,2026-08-06T20:00,53.9,38,0.4,1,10,-56
R-1038,2026-08-06T21:00,26.9,15,0.1,0,5,-40
R-1038,2026-08-06T22:00,77.7,15,0.9,0,14,-41
R-1038,2026-08-06T23:00,67.0,21,0.9,0,10,-53
R-1039,2026-08-06T00:00,50.7,14,0.6,1,15,-40
R-1039,2026-08-06T01:00,74.7,30,0.3,0,10,-61
R-1039,2026-08-06T02:00,46.1,31,1.0,1,10,-57
R-1039,2026-08-06T03:00,49.2,41,1.0,0,14,-57
R-1039,2026-08-06T04:00,60.5,16,0.1,1,8,-43
R-1039,2026-08-06T05:00,60.4,38,0.7,0,3,-60
R-1039,2026-08-06T06:00,28.9,26,0.8,0,17,-58
R-1039,2026-08-06T07:00,60.9,10,0.9,1,10,-58
R-1039,2026-08-06T08:00,63.5,35,0.6,1,17,-49
R-1039,2026-08-06T09:00,47.2,14,0.5,0,14,-40
R-1039,2026-08-06T10:00,70.0,40,0.1,1,12,-41
R-1039,2026-08-06T11:00,41.7,13,0.6,0,13,-45
R-1039,2026-08-06T12:00,71.9,31,0.1,1,11,-42
R-1039,2026-08-06T13:00,36.2,45,0.0,1,8,-53
R-1039,2026-08-06T14:00,63.3,16,0.6,1,17,-60
R-1039,2026-08-06T15:00,73.7,38,0.7,0,3,-56
R-1039,2026-08-06T16:00,26.4,25,0.5,0,11,-47
R-1039,2026-08-06T17:00,54.4,38,1.0,0,3,-52
R-1039,2026-08-06T18:00,28.1,12,0.4,0,18,-48
R-1039,2026-08-06T19:00,76.7,44,0.1,0,4,-61
R-1039,2026-08-06T20:00,65.5,41,0.7,1,3,-55
R-1039,2026-08-06T21:00,63.6,18,0.0,0,11,-59
R-1039,2026-08-06T22:00,50.1,20,0.8,0,5,-59
R-1039,2026-08-06T23:00,52.3,24,0.1,0,15,-52
R-1040,2026-08-06T00:00,69.6,35,0.3,0,12,-56
R-1040,2026-08-06T01:00,67.0,21,0.3,0,10,-58
R-1040,2026-08-06T02:00,66.7,20,0.7,0,16,-55
R-1040,2026-08-06T03:00,75.9,12,0.1,1,7,-62
R-1040,2026-08-06T04:00,73.4,15,0.0,0,4,-40
R-1040,2026-08-06T05:00,60.8,28,0.4,1,6,-56
R-1040,2026-08-06T06:00,32.9,27,0.5,1,9,-57
R-1040,2026-08-06T07:00,58.6,12,0.6,1,4,-42
R-1040,2026-08-06T08:00,70.5,29,0.3,0,9,-56
R-1040,2026-08-06T09:00,31.5,43,1.0,1,18,-55
R-1040,2026-08-06T10:00,50.5,23,0.3,0,5,-58
R-1040,2026-08-06T11:00,62.7,40,0.5,0,3,-61
R-1040,2026-08-06T12:00,60.5,28,0.2,1,12,-43
R-1040,2026-08-06T13:00,69.3,39,0.0,0,7,-57
R-1040,2026-08-06T14:00,68.2,41,0.5,0,9,-48
R-1040,2026-08-06T15:00,57.6,30,0.4,1,9,-59
R-1040,2026-08-06T16:00,42.9,16,0.2,1,8,-50
R-1040,2026-08-06T17:00,74.0,14,0.5,1,3,-49
R-1040,2026-08-06T18:00,33.0,39,0.2,1,6,-48
R-1040,2026-08-06T19:00,64.6,32,1.0,0,12,-58
R-1040,2026-08-06T20:00,26.8,13,0.3,0,16,-48
R-1040,2026-08-06T21:00,48.0,31,0.2,1,7,-42
R-1040,2026-08-06T22:00,77.4,20,0.6,0,4,-49
R-1040,2026-08-06T23:00,72.1,41,0.9,0,17,-48
R-1041,2026-08-06T00:00,40.4,37,0.7,0,9,-52
R-1041,2026-08-06T01:00,48.9,24,0.9,0,2,-49
R-1041,2026-08-06T02:00,78.9,12,1.0,0,15,-46
R-1041,2026-08-06T03:00,46.7,16,0.5,0,4,-45
R-1041,2026-08-06T04:00,66.4,36,0.9,0,13,-53
R-1041,2026-08-06T05:00,38.1,15,0.0,1,7,-40
R-1041,2026-08-06T06:00,50.3,11,1.0,1,6,-40
R-1041,2026-08-06T07:00,47.3,33,0.6,0,4,-50
R-1041,2026-08-06T08:00,74.1,31,0.5,1,15,-54
R-1041,2026-08-06T09:00,63.4,44,0.6,0,4,-43
R-1041,2026-08-06T10:00,73.4,13,0.5,1,3,-59
R-1041,2026-08-06T11:00,46.1,39,0.6,1,13,-57
R-1041,2026-08-06T12:00,60.6,14,0.6,0,6,-52
R-1041,2026-08-06T13:00,38.1,17,0.6,0,9,-52
R-1041,2026-08-06T14:00,44.4,27,0.5,1,10,-61
R-1041,2026-08-06T15:00,28.5,32,0.5,0,17,-40
R-1041,2026-08-06T16:00,54.3,44,0.9,1,13,-41
R-1041,2026-08-06T17:00,77.0,14,0.2,1,4,-60
R-1041,2026-08-06T18:00,46.5,21,0.3,0,5,-57
R-1041,2026-08-06T19:00,40.2,19,0.5,0,18,-42
R-1041,2026-08-06T20:00,26.2,36,1.0,0,17,-51
R-1041,2026-08-06T21:00,48.1,11,0.3,0,2,-55
R-1041,2026-08-06T22:00,70.9,43,0.6,1,12,-42
R-1041,2026-08-06T23:00,60.5,30,0.5,1,16,-53
R-1042,2026-08-06T00:00,14.8,99,1.5,3,12,-71
R-1042,2026-08-06T01:00,12.5,96,3.3,1,9,-73
R-1042,2026-08-06T02:00,11.4,81,2.9,2,14,-76
R-1042,2026-08-06T03:00,19.7,79,1.5,1,6,-73
R-1042,2026-08-06T04:00,14.9,116,1.8,2,11,-70
R-1042,2026-08-06T05:00,16.5,100,3.9,2,16,-71
R-1042,2026-08-06T06:00,14.5,80,2.6,1,5,-72
R-1042,2026-08-06T07:00,19.2,78,3.8,3,9,-78
R-1042,2026-08-06T08:00,19.6,129,3.9,3,14,-71
R-1042,2026-08-06T09:00,18.8,133,3.0,4,15,-67
R-1042,2026-08-06T10:00,9.3,121,3.7,2,8,-74
R-1042,2026-08-06T11:00,8.3,139,3.5,4,16,-77
R-1042,2026-08-06T12:00,11.9,137,2.9,2,13,-75
R-1042,2026-08-06T13:00,8.3,128,3.5,1,17,-75
R-1042,2026-08-06T14:00,13.9,137,2.8,1,16,-72
R-1042,2026-08-06T15:00,9.8,114,2.1,3,5,-74
R-1042,2026-08-06T16:00,12.1,99,3.9,1,11,-67
R-1042,2026-08-06T17:00,18.7,113,3.4,3,10,-66
R-1042,2026-08-06T18:00,4.9,204,7.6,11,34,-72
R-1042,2026-08-06T19:00,4.3,161,4.7,9,45,-72
R-1042,2026-08-06T20:00,4.1,192,4.3,11,32,-85
R-1042,2026-08-06T21:00,3.6,184,6.1,12,48,-73
R-1042,2026-08-06T22:00,5.7,175,4.9,11,39,-77
R-1042,2026-08-06T23:00,4.0,255,8.1,9,45,-77
R-1043,2026-08-06T00:00,65.7,24,0.0,0,6,-54
R-1043,2026-08-06T01:00,41.5,40,0.1,1,15,-57
R-1043,2026-08-06T02:00,52.1,25,0.0,1,17,-60
R-1043,2026-08-06T03:00,57.9,33,0.6,1,10,-42
R-1043,2026-08-06T04:00,62.7,17,0.4,0,10,-57
R-1043,2026-08-06T05:00,57.0,19,0.3,0,13,-57
R-1043,2026-08-06T06:00,27.9,33,0.4,1,3,-53
R-1043,2026-08-06T07:00,41.0,14,0.5,0,5,-43
R-1043,2026-08-06T08:00,66.4,44,0.3,1,11,-54
R-1043,2026-08-06T09:00,62.7,33,0.1,1,6,-62
R-1043,2026-08-06T10:00,32.5,28,0.4,1,15,-52
R-1043,2026-08-06T11:00,75.6,20,0.1,0,18,-55
R-1043,2026-08-06T12:00,70.7,45,0.6,0,15,-48
R-1043,2026-08-06T13:00,75.4,17,0.8,0,17,-51
R-1043,2026-08-06T14:00,42.1,33,0.1,1,18,-52
R-1043,2026-08-06T15:00,34.5,29,0.0,0,9,-58
R-1043,2026-08-06T16:00,72.1,19,0.7,1,6,-56
R-1043,2026-08-06T17:00,32.2,15,0.4,0,4,-62
R-1043,2026-08-06T18:00,67.6,37,0.0,0,3,-41
R-1043,2026-08-06T19:00,53.2,13,0.5,1,3,-60
R-1043,2026-08-06T20:00,41.6,10,0.8,0,8,-44
R-1043,2026-08-06T21:00,74.6,21,0.7,0,4,-58
R-1043,2026-08-06T22:00,71.5,27,0.9,1,13,-57
R-1043,2026-08-06T23:00,72.0,25,0.5,0,5,-44
R-1044,2026-08-06T00:00,67.0,43,0.2,0,11,-57
R-1044,2026-08-06T01:00,74.6,44,0.0,0,8,-46
R-1044,2026-08-06T02:00,71.8,40,0.4,0,16,-41
R-1044,2026-08-06T03:00,77.7,21,0.8,1,15,-56
R-1044,2026-08-06T04:00,53.3,36,0.1,1,5,-48
R-1044,2026-08-06T05:00,31.1,18,0.5,1,11,-45
R-1044,2026-08-06T06:00,64.7,15,0.3,0,14,-53
R-1044,2026-08-06T07:00,50.1,29,0.7,1,9,-45
R-1044,2026-08-06T08:00,47.4,37,0.2,0,17,-41
R-1044,2026-08-06T09:00,45.2,10,1.0,1,5,-50
R-1044,2026-08-06T10:00,49.1,15,0.1,1,14,-40
R-1044,2026-08-06T11:00,57.5,16,0.7,0,4,-51
R-1044,2026-08-06T12:00,78.6,31,0.2,1,5,-55
R-1044,2026-08-06T13:00,71.1,41,0.3,1,14,-51
R-1044,2026-08-06T14:00,51.2,35,1.0,1,6,-48
R-1044,2026-08-06T15:00,30.9,26,0.5,0,6,-62
R-1044,2026-08-06T16:00,30.5,13,0.8,1,2,-57
R-1044,2026-08-06T17:00,46.0,30,0.2,0,4,-41
R-1044,2026-08-06T18:00,66.3,41,0.8,0,11,-41
R-1044,2026-08-06T19:00,52.4,42,0.3,1,2,-61
R-1044,2026-08-06T20:00,79.5,17,0.4,1,14,-48
R-1044,2026-08-06T21:00,50.3,12,0.2,1,7,-47
R-1044,2026-08-06T22:00,48.7,29,0.7,1,5,-44
R-1044,2026-08-06T23:00,62.1,45,0.7,1,17,-45
R-1045,2026-08-06T00:00,72.0,42,0.1,1,17,-44
R-1045,2026-08-06T01:00,78.4,32,0.8,1,12,-61
R-1045,2026-08-06T02:00,26.5,12,0.1,1,13,-44
R-1045,2026-08-06T03:00,26.5,31,0.4,1,13,-51
R-1045,2026-08-06T04:00,47.7,13,0.7,0,9,-42
R-1045,2026-08-06T05:00,42.2,15,0.9,0,11,-59
R-1045,2026-08-06T06:00,43.6,11,0.5,0,16,-41
R-1045,2026-08-06T07:00,72.5,42,0.9,1,2,-40
R-1045,2026-08-06T08:00,50.8,11,1.0,1,14,-52
R-1045,2026-08-06T09:00,56.5,41,0.1,0,12,-47
R-1045,2026-08-06T10:00,52.7,31,0.2,1,13,-49
R-1045,2026-08-06T11:00,36.1,14,0.8,0,11,-54
R-1045,2026-08-06T12:00,27.6,35,0.8,0,5,-44
R-1045,2026-08-06T13:00,43.5,14,0.6,1,15,-56
R-1045,2026-08-06T14:00,44.1,14,0.7,1,18,-53
R-1045,2026-08-06T15:00,48.8,44,0.3,1,14,-54
R-1045,2026-08-06T16:00,59.4,39,0.7,0,2,-42
R-1045,2026-08-06T17:00,63.7,21,0.6,0,16,-54
R-1045,2026-08-06T18:00,76.5,44,0.8,1,3,-46
R-1045,2026-08-06T19:00,36.0,39,0.1,0,11,-49
R-1045,2026-08-06T20:00,47.6,14,0.6,1,10,-53
R-1045,2026-08-06T21:00,60.5,26,0.7,0,14,-55
R-1045,2026-08-06T22:00,31.2,22,0.0,1,16,-47
R-1045,2026-08-06T23:00,55.8,37,0.4,0,8,-57
R-1046,2026-08-06T00:00,40.0,11,0.3,1,7,-42
R-1046,2026-08-06T01:00,71.9,41,0.8,0,4,-52
R-1046,2026-08-06T02:00,58.1,14,0.9,1,13,-41
R-1046,2026-08-06T03:00,61.2,15,0.4,0,9,-59
R-1046,2026-08-06T04:00,56.4,42,0.9,1,17,-60
R-1046,2026-08-06T05:00,38.1,17,0.8,1,12,-44
R-1046,2026-08-06T06:00,65.5,25,0.9,0,6,-59
R-1046,2026-08-06T07:00,34.6,27,0.4,1,3,-47
R-1046,2026-08-06T08:00,54.3,17,0.3,1,17,-41
R-1046,2026-08-06T09:00,38.5,27,0.9,0,13,-47
R-1046,2026-08-06T10:00,64.4,29,0.0,0,3,-40
R-1046,2026-08-06T11:00,75.5,25,0.3,1,11,-42
R-1046,2026-08-06T12:00,77.7,33,0.9,0,9,-48
R-1046,2026-08-06T13:00,46.4,35,0.9,1,11,-60
R-1046,2026-08-06T14:00,76.5,25,0.3,0,16,-42
R-1046,2026-08-06T15:00,42.4,36,0.8,1,4,-47
R-1046,2026-08-06T16:00,50.9,36,0.9,1,15,-59
R-1046,2026-08-06T17:00,70.3,26,0.5,1,15,-43
R-1046,2026-08-06T18:00,65.1,45,0.7,1,2,-61
R-1046,2026-08-06T19:00,60.3,21,0.6,0,2,-50
R-1046,2026-08-06T20:00,36.0,29,0.3,0,5,-57
R-1046,2026-08-06T21:00,38.7,18,0.8,1,12,-48
R-1046,2026-08-06T22:00,51.3,18,0.3,1,11,-56
R-1046,2026-08-06T23:00,29.6,33,0.2,1,9,-62
R-1047,2026-08-06T00:00,77.1,45,0.6,0,4,-48
R-1047,2026-08-06T01:00,35.9,20,0.0,1,10,-58
R-1047,2026-08-06T02:00,29.9,33,0.2,0,2,-40
R-1047,2026-08-06T03:00,53.9,39,0.8,1,5,-55
R-1047,2026-08-06T04:00,64.2,22,0.9,1,11,-47
R-1047,2026-08-06T05:00,46.0,37,0.9,0,11,-41
R-1047,2026-08-06T06:00,35.4,21,0.4,0,2,-53
R-1047,2026-08-06T07:00,78.7,25,0.6,0,13,-44
R-1047,2026-08-06T08:00,62.6,39,0.1,1,6,-52
R-1047,2026-08-06T09:00,78.6,35,0.7,1,15,-43
R-1047,2026-08-06T10:00,39.1,16,0.6,0,12,-55
R-1047,2026-08-06T11:00,50.9,32,1.0,0,2,-54
R-1047,2026-08-06T12:00,52.7,34,0.3,1,13,-58
R-1047,2026-08-06T13:00,78.2,45,0.0,0,10,-57
R-1047,2026-08-06T14:00,52.7,31,0.9,0,4,-52
R-1047,2026-08-06T15:00,64.1,37,0.1,0,12,-61
R-1047,2026-08-06T16:00,78.8,41,0.9,1,13,-49
R-1047,2026-08-06T17:00,40.6,26,0.6,1,18,-52
R-1047,2026-08-06T18:00,49.0,20,0.3,1,6,-45
R-1047,2026-08-06T19:00,71.9,38,0.1,0,3,-55
R-1047,2026-08-06T20:00,35.1,40,0.3,1,15,-59
R-1047,2026-08-06T21:00,79.7,41,0.0,1,17,-48
R-1047,2026-08-06T22:00,52.1,19,0.1,0,8,-53
R-1047,2026-08-06T23:00,34.9,20,0.7,1,8,-44
R-1048,2026-08-06T00:00,79.9,10,0.5,0,15,-60
R-1048,2026-08-06T01:00,38.5,41,0.7,1,2,-53
R-1048,2026-08-06T02:00,62.5,17,0.4,0,12,-58
R-1048,2026-08-06T03:00,26.6,39,0.8,1,16,-42
R-1048,2026-08-06T04:00,77.5,10,0.3,0,16,-52
R-1048,2026-08-06T05:00,77.1,18,0.2,0,11,-52
R-1048,2026-08-06T06:00,68.9,14,0.5,1,4,-50
R-1048,2026-08-06T07:00,39.0,25,1.0,1,4,-62
R-1048,2026-08-06T08:00,71.9,20,0.4,1,11,-42
R-1048,2026-08-06T09:00,66.4,19,0.1,1,15,-53
R-1048,2026-08-06T10:00,74.7,18,0.4,0,13,-46
R-1048,2026-08-06T11:00,36.0,38,0.9,1,10,-44
R-1048,2026-08-06T12:00,58.0,15,0.8,1,7,-49
R-1048,2026-08-06T13:00,59.7,15,0.0,1,16,-41
R-1048,2026-08-06T14:00,37.3,19,0.9,0,11,-48
R-1048,2026-08-06T15:00,49.1,40,0.3,0,11,-55
R-1048,2026-08-06T16:00,53.8,28,0.6,0,3,-46
R-1048,2026-08-06T17:00,30.9,37,0.4,1,10,-51
R-1048,2026-08-06T18:00,39.0,15,0.8,0,5,-41
R-1048,2026-08-06T19:00,50.5,21,0.8,0,4,-49
R-1048,2026-08-06T20:00,73.2,29,0.3,1,16,-43
R-1048,2026-08-06T21:00,69.4,31,1.0,0,8,-57
R-1048,2026-08-06T22:00,29.3,26,0.9,0,15,-45
R-1048,2026-08-06T23:00,26.0,35,0.1,0,17,-48
R-1049,2026-08-06T00:00,63.0,41,0.3,1,14,-53
R-1049,2026-08-06T01:00,29.8,18,0.0,0,2,-40
R-1049,2026-08-06T02:00,78.4,11,0.2,0,9,-49
R-1049,2026-08-06T03:00,71.3,44,0.2,1,16,-58
R-1049,2026-08-06T04:00,51.1,11,0.1,0,16,-47
R-1049,2026-08-06T05:00,50.9,38,0.6,0,11,-44
R-1049,2026-08-06T06:00,70.6,35,0.1,0,5,-42
R-1049,2026-08-06T07:00,71.6,37,1.0,1,11,-61
R-1049,2026-08-06T08:00,51.8,41,0.5,1,9,-40
R-1049,2026-08-06T09:00,28.3,11,0.4,1,4,-54
R-1049,2026-08-06T10:00,74.1,36,0.9,0,17,-43
R-1049,2026-08-06T11:00,76.6,32,0.4,1,2,-57
R-1049,2026-08-06T12:00,40.8,22,0.5,1,9,-46
R-1049,2026-08-06T13:00,37.1,31,0.9,1,6,-53
R-1049,2026-08-06T14:00,64.8,34,1.0,1,17,-57
R-1049,2026-08-06T15:00,59.2,28,0.7,0,17,-58
R-1049,2026-08-06T16:00,34.5,20,0.6,0,15,-47
R-1049,2026-08-06T17:00,41.7,23,0.6,0,13,-54
R-1049,2026-08-06T18:00,44.6,20,0.2,0,4,-52
R-1049,2026-08-06T19:00,48.7,24,0.1,0,17,-54
R-1049,2026-08-06T20:00,79.7,32,0.8,1,6,-40
R-1049,2026-08-06T21:00,73.1,16,0.7,1,16,-59
R-1049,2026-08-06T22:00,78.6,16,0.8,0,18,-59
R-1049,2026-08-06T23:00,34.2,17,0.9,1,7,-53
R-1050,2026-08-06T00:00,16.5,124,2.5,1,9,-68
R-1050,2026-08-06T01:00,12.4,77,1.4,2,19,-72
R-1050,2026-08-06T02:00,17.2,60,1.7,4,15,-74
R-1050,2026-08-06T03:00,14.1,70,1.8,4,16,-68
R-1050,2026-08-06T04:00,16.0,79,3.3,4,12,-76
R-1050,2026-08-06T05:00,17.6,112,3.8,4,16,-78
R-1050,2026-08-06T06:00,13.3,61,3.2,1,7,-73
R-1050,2026-08-06T07:00,11.8,81,2.3,4,6,-68
R-1050,2026-08-06T08:00,19.1,79,3.7,1,14,-72
R-1050,2026-08-06T09:00,12.8,130,3.6,3,16,-78
R-1050,2026-08-06T10:00,17.9,127,2.8,2,17,-71
R-1050,2026-08-06T11:00,15.7,129,2.9,4,16,-66
R-1050,2026-08-06T12:00,17.4,111,3.3,3,7,-78
R-1050,2026-08-06T13:00,14.4,109,3.2,2,14,-75
R-1050,2026-08-06T14:00,9.1,130,1.9,3,10,-78
R-1050,2026-08-06T15:00,8.3,129,2.8,2,14,-67
R-1050,2026-08-06T16:00,13.1,124,1.3,1,16,-74
R-1050,2026-08-06T17:00,15.5,105,1.4,1,19,-74
R-1050,2026-08-06T18:00,4.3,150,6.3,8,48,-76
R-1050,2026-08-06T19:00,4.9,230,7.3,8,41,-81
R-1050,2026-08-06T20:00,3.1,250,8.1,7,42,-77
R-1050,2026-08-06T21:00,5.0,163,5.6,8,41,-78
R-1050,2026-08-06T22:00,2.4,241,6.1,11,32,-84
R-1050,2026-08-06T23:00,2.2,166,6.4,12,32,-80
R-1051,2026-08-06T00:00,62.2,35,0.6,1,10,-44
R-1051,2026-08-06T01:00,52.4,37,1.0,1,15,-57
R-1051,2026-08-06T02:00,32.9,18,0.5,1,6,-40
R-1051,2026-08-06T03:00,53.2,43,0.1,0,16,-47
R-1051,2026-08-06T04:00,26.8,20,0.9,1,5,-43
R-1051,2026-08-06T05:00,71.9,17,0.1,1,3,-46
R-1051,2026-08-06T06:00,33.4,33,0.3,1,11,-53
R-1051,2026-08-06T07:00,51.7,19,0.1,1,3,-53
R-1051,2026-08-06T08:00,73.9,23,0.2,1,2,-59
R-1051,2026-08-06T09:00,55.1,14,0.9,1,17,-44
R-1051,2026-08-06T10:00,42.0,38,0.9,1,17,-43
R-1051,2026-08-06T11:00,32.3,18,0.5,1,16,-41
R-1051,2026-08-06T12:00,49.7,30,0.1,1,14,-55
R-1051,2026-08-06T13:00,74.5,31,0.5,1,10,-42
R-1051,2026-08-06T14:00,29.9,20,0.7,1,5,-42
R-1051,2026-08-06T15:00,55.8,22,1.0,0,18,-56
R-1051,2026-08-06T16:00,66.3,42,0.9,0,7,-62
R-1051,2026-08-06T17:00,40.1,23,0.2,1,4,-45
R-1051,2026-08-06T18:00,58.4,35,0.6,1,2,-52
R-1051,2026-08-06T19:00,49.0,36,0.0,1,14,-54
R-1051,2026-08-06T20:00,30.0,16,0.5,1,6,-57
R-1051,2026-08-06T21:00,39.1,15,0.2,1,7,-61
R-1051,2026-08-06T22:00,58.8,30,0.2,0,11,-50
R-1051,2026-08-06T23:00,30.4,19,0.4,1,10,-50
R-1052,2026-08-06T00:00,76.8,17,0.1,0,9,-47
R-1052,2026-08-06T01:00,53.0,42,0.4,0,10,-61
R-1052,2026-08-06T02:00,42.5,45,0.4,1,2,-49
R-1052,2026-08-06T03:00,59.8,11,0.3,0,9,-45
R-1052,2026-08-06T04:00,60.8,18,0.3,1,16,-60
R-1052,2026-08-06T05:00,71.5,42,0.2,0,13,-45
R-1052,2026-08-06T06:00,79.2,25,0.5,1,16,-61
R-1052,2026-08-06T07:00,25.1,39,1.0,1,7,-62
R-1052,2026-08-06T08:00,28.3,40,0.3,1,14,-51
R-1052,2026-08-06T09:00,71.3,23,0.6,1,3,-57
R-1052,2026-08-06T10:00,65.7,14,0.3,1,5,-58
R-1052,2026-08-06T11:00,64.9,27,0.9,0,18,-52
R-1052,2026-08-06T12:00,73.6,31,0.6,1,10,-55
R-1052,2026-08-06T13:00,61.4,30,0.3,1,12,-62
R-1052,2026-08-06T14:00,75.3,18,0.6,0,17,-62
R-1052,2026-08-06T15:00,74.6,21,0.4,1,14,-45
R-1052,2026-08-06T16:00,29.5,14,0.5,1,5,-51
